案號,類別,日期,問題,答案,來源網址
003105,人畜毒性安全,2025/11/19,依食藥署法規動物產品中農藥殘留容許量標準，第二條：本標準殘留農藥之計算， 包括農藥本身及其有毒代謝產物，且均以市售型態之重量為計算基準。依此法規，若雞蛋檢出芬普尼殘留0.03 ppm，則此濃度農藥是否...,"有關詢問食藥署法規殘留農藥之計算，依此法規，雞蛋檢出芬普尼殘留0.03 ppm，則此濃度農藥是已包括芬普尼本身及其代謝產物濃度之總和。因此如要評估造成急性或是慢性中毒之雞蛋攝取量，此濃度實已包括芬普尼本身及其有毒代謝產物濃度之總和，可以直接以0.03 ppm為準來計算計算取食風險。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=b327924e1c39140749aec3384960b639
003104,食品安全,2025/11/19,出口台灣茶葉到美國是否需要認證像FDA之類？要檢驗那些農藥？,"1.目前外銷美國茶葉尚無強制檢驗規定，自主檢驗可委託經過ISO17025認證之檢驗實驗室，如農業部輔導之區域檢驗中心或其他認證實驗室等。國內茶葉常用藥劑如:加保利、益達胺、賽洛寧等於美國未訂定殘留標準而應特別留意，外銷美國茶葉用藥基準可至本所「外銷農產品用藥基準」查詢。
2.茶葉品項多元，依發酵程度及包裝大小而有不同貨品分類號列，另外銷美國可能要求檢附契約書或進口報告單等，細節可循問農業部農糧署特作產業科，並可詢問衛生安全製茶廠、星級茶廠等資訊。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=a015ecf1a372834dafbf5908ab16bdc6
003103,藥毒物檢驗,2025/11/19,假設純度基質匹配檢量線製作後，檢量線上各濃度點之單一成分濃度為檢量線該點農藥濃度乘上該成分標準品中之組成比例，其組成比例可參照標準品照標準品之COA。以基質匹配檢量線上農藥濃度點10 ng/mL為例，...,"有關農藥殘留容許量標準（中華民國114年3月11日衛授食字第1141300001號令修正）中，因滅汀的國際普通名稱為Emamectin benzoate，因此臺灣係以Emamectin benzoate作為表示名稱。本所的COA中Emamectin benzoate的濃度標示為 10 μg/mL，該數值已包含純度換算後的結果。當以檢量線濃度點10 ng/mL為例，可計算得到Emamectin benzoate B1A = 10 ng/mL × 93.7/96.0 = 9.76 ng/mL。另外，關於AccuStandard在COA上的表示方式，建議直接與供應廠商聯繫，以獲得更準確與完整的說明。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=f0ea53f383560a70a6cdb1f391627c44
003102,作物健康管理與諮詢,2025/11/19,照片中無子檸檬的表皮是何種病害？,"從照片初步研判可能為��蟎危害。此害物可造成果皮、葉片及嫩枝等油胞破壞，產生失去水份，形成流淚狀褐色條紋或黑褐色之果皮，後期可使果皮變黑。若有用藥需求，可參考植物保護資訊系統中柑桔類�逋踼�核准使用藥劑。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=851b38269fdd75450ac8664bdbebeba1
003101,作物健康管理與諮詢,2025/11/13,樹豆葉子白斑是什麼原因？,"從提供的2張照片，可看見幾項特徵：(1) 葉片的葉肉有白色斑點，但葉脈維持綠色。(2) 全株的葉片都有白斑，老葉比較嚴重，新葉輕微。(3) 第一張左邊樹豆葉片上有一隻緣椿象。這些特徵與豆科植物的病徵、蟲害食痕不同，但與微量元素過多或缺乏的徵狀相似。因為各種作物對微量元素有不同需求，建議就近請植物診療師 (https://www.aphia.gov.tw/ws.php'id=11933) 或診斷服務站到現場看診，以便配合現場情形(包括施肥資訊)，提供改善的建議。 
文件
 
1141102-01-01-01ProFile.PDF
 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=757e3050653d044a70126d675d86f46a
003100,作物健康管理與諮詢,2025/11/10,為何高麗菜使用鏈四還黴素、保粒黴素或嘉賜黴素等殺菌劑時，葉片容易黃化，尤其植株愈小愈嚴重，是否是因為這些殺菌劑會干擾植物蛋白質合成，或有其他原因存在？,"1.經查四環黴素並未核准使用於高麗菜(甘藍)，另保粒黴素(甲)10%可濕性粉劑有登記於甘藍黑斑病、嘉賜銅81.3%可濕性粉劑有登記於甘藍黑腐病，合先敘明。
2.農藥在廠商提交登記申請時會附上藥效藥害試驗資料，經確認無藥害問題後才會通過審查，若依照核准使用的稀釋倍數、劑量、次數使用，應當不會有干擾植物蛋白質合成或其他藥害的問題。
3.植株幼苗組織尚未完全發展，若使用比核准使用方式更多的藥劑量，除主成分外農藥的其他副料也有可能對植物有不良影響，須注意使用。
4.對登記藥劑若有疑問可從植物保護資訊系統查詢。https://otserv2.acri.gov.tw/PPM/menu.aspx 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=fadb5da534ab99d52bdcc92cc6b24820
003099,作物健康管理與諮詢,2025/11/10,有關田中帝王芭樂採草生栽培-疑似缺微量元素鉄或鋅，採土檢驗後懷疑改染線蟲如何處理？,"1.當土壤中部份微量元素過高時會阻礙植物吸收其他的微量元素，須注意合理化施肥。建議近期減少使用石灰等資材。
2.若要評估植株是否受線蟲感染，建議您先將土中的根部挖出來看看，觀察是否有根瘤的現象，或是根系目前生長的健康與否，有無發黑等徵狀。
3.若有用藥需求請依照植物保護資訊系統上的核准使用藥劑。https://otserv2.acri.gov.tw/PPM/PLC0101.aspx'ASParam=bUZ0SyUyNjZuJTFmJTE4JTAycCUxYSUxN3BKWVRkLm5jJTdmZXZyaiUwMSUwNyUwYyUxMA== 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=8e40432a90904de78eb7ba215a9c9230
003097,生物農藥,2025/10/31,是否有販售夜盜蟲的費洛蒙嗎？,"有關購買事宜，可洽詢各地農會供銷部或農會附設各級農會農化廠或中西化學工業股份有限公司。另本所網站平台亦可查詢相關資訊(生物農藥暨生物天敵防治查詢平台https://ipm.acri.gov.tw/biol/) 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=d9ceac2aaca7e6f29930e266a71bdbb3
003096,作物健康管理與諮詢,2025/10/28,穿孔病區分為細菌性與真菌性，真菌性常見兩種在華文世界稱真菌性穿空病（ 褐斑穿孔病）及霉斑穿孔病。細菌與真菌若未區分如何防治？,"有關全台的病蟲害診斷中心在收件後皆會進行樣本的組織分離與鏡檢，以桃為例，就目前所知分離到的樣本以細菌行穿孔病(Xanthomonas spp.)為主，各國因地理隔離的關係可能有不同的病原菌，而部分的細菌或真菌確實可能造成類似的病徵。目前各場試所逐步育種出適合平地栽種的桃，或許未來病原菌相可能再改變。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=a7b0b883e6a458870daf4a1c9d4a72f5
003093,作物健康管理與諮詢,2025/10/28,南洋杉疑似被蟲蛀，且旁邊還有其他樹木，建議的處理方式為何？,"就所提供的三張照片，僅可觀察樹皮表面出現流膠、組織脆裂等症狀，無法確認地上葉部的營養生長狀態，是否出現逐漸黃萎、或已全株乾枯明顯衰亡，藉此判別可能引起的原因。部分昆蟲(如鞘翅目甲蟲具有蛀食、產卵特性)，可於表層組織危害、此時可能會導致植株營養水分輸送功能受影響而逐漸凋零；另如白蟻則多在樹勢衰弱、或已乾枯樹體進行蛀食，此時若可就樹皮處觀察出沒蟲體，或直接就受害處橫切觀察受害痕以進一步判斷。建議管理上應盡量避免剝落樹皮，造成傷口反而促進流膠、害物侵染機率，若地上部已嚴重乾枯或明顯衰亡，則可透過分段處理方式移除殘株，避免提供害物躲藏溫床，從而引發鄰近樹體的感染受害。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=c963335d5fa78a15d48e6567c1819398
003092,作物健康管理與諮詢,2025/10/28,圖片中玉米為何會這樣，是什麼原因？,"有關玉米雌穗生長異常，其可能原因為抽穗期遇到高溫或乾旱等逆境，並與氮肥過量施用導致的植物荷爾蒙失衡有關，進而造成苞葉縮短與葉化現象。非病原性問題，屬於生理性發育異常。若整田普遍發生，為環境或肥分問題。若僅少數植株出現此現象，則為種源或突變所致。建議可先檢視氮肥管理及抽穗前後是否出現高溫或乾旱，以釐清發生之原因。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=82341f8a2db014edc74775073819f511
003091,作物健康管理與諮詢,2025/10/28,圖片中火鶴的葉子，不確定是否為發霉？,"從照片來看火鶴葉片並非典型的病害影響，因枯萎部分無類似病原菌感染的斑點；另有發現葉片從末端往回枯萎且有黃化現象，判斷為非生物因子所引起，建議以消毒器械修剪該葉片後，注意其他葉片之後是否有持續產生類似徵狀，另可先分析徵狀出現前數週栽培管理的方式是否有改變(如移動位置、澆水次數改變)等再推斷可能原因。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=d4cb182b51d0b3b1d295ec6d49ca276e
003090,農藥管理,2025/10/16,針對過期農藥的正確處理方式為何，是否有相關規範或建議程序？,"目前農藥管理法雖有規定農藥的登記、許可、展延等，但對於「過期農藥的回收義務」並未強制要求農藥商必須回收過期農藥。因此，實務上農民必須依據環保與廢清的規範處理這些過期農藥，避免自行不當棄置造成污染與法律風險。針對過期農藥的廢棄處理，農藥標示上會有農藥許可證權利人名稱、地址及電話號碼，可電洽該批過期農藥生產公司進行農藥回收。如需代清理過期農藥業者，可聯繫北中南區的事業廢棄物綜合處理中心，詳細名稱及聯絡電話如下:一、北區事業廢棄物綜合處理中心:水美工程企業股份有限公司觀音事業廢棄物資源回收廠(桃園市觀音工業局國建三路1-5號，03-4836128)。二、中區事業廢棄物綜合處理中心:日友環保科技股份有限公司(彰化縣線西鄉彰濱西五路2號， 04-7910135)。三、南區事業廢棄物綜合處理中心:可寧衛蘇伊士環境資源股份有限公司(高雄市大寮區潮寮里華東路25-1號，07-7879572)。亦可由環境部「公民營廢棄物甲級處理機構許可資料」 網頁https://data.moenv.gov.tw/dataset/detail/WR_P_38'utm_source=chatgpt.com查詢農藥的甲級處理機構。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=288b684668aa1e8575ac0737e825f75b
003089,除草劑及植物生長調節劑應用,2025/10/09,1. 2-Phenylphenol 是否為咖啡作物常見用藥？2. 若同批生豆未檢出，成品階段仍有可能驗出嗎？可能原因為何？3. 若檢出濃度為0.02 ppm，剛好位於定...,"1. 2-Phenylphenol為一種食品添加劑，國外可用於種子及採收後處理之農藥有效成分，在台灣不可使用於作物，包含咖啡。
2. 2-Phenylphenol並非我國登記可使用之農藥，若為進口產品，建議檢視出口國是否准用該藥劑。
3. 成品階段檢出該成分之原因，可能與包裝材料、烘培程序或其他後續加工環節有關。倘若生豆未檢出而熟豆檢出，建議檢附同批次咖啡之生豆及熟豆檢驗報告，以利釐清來源。
4.檢出濃度為0.02 ppm，為該方法定量極限，理論上可能存有微幅誤差；惟檢驗單位出具之檢測結果，相關誤差均已納入評估及考量。
 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=2d04135873927be79daa86b27cb687c1
003088,作物健康管理與諮詢,2025/10/09,酪梨樹幹會流汁，該用甚麼藥物處理？,"從照片上未能看到明顯的蟲孔，因此研判可能為颱風造成樹幹受損後有病原菌的感染。由於目前尚未看到菌絲等構造，因此可先採裾腐病(流膠病)的處理方式進行，可適度將腐爛潰瘍刮除後使用酪梨疫病的核准使用藥劑防治，另請注意園區下方的通風，避免病原菌滋長。https://otserv2.acri.gov.tw/PPM/PLC0101.aspx'ASParam=bUZ0SyUyNjZuJTFmJTE4JTAycCUxYSUxN3BKWVRkLm5jJTdmZnFyaiUwMSUwMCUwMCUxMA== 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=7ce519867227761904a2093b46896a3f
003087,作物健康管理與諮詢,2025/10/09,附圖植物生病了有什麼方法處理？,"從照片看枯萎植株的分布為特定的帶狀，可能是被噴灑到不明藥劑物質後產生的藥害？由於藥害為不可逆反應，可觀察是否新長出的植株生長勢恢復正常，或可直接種植新植株。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=bcc926dc9ec8ca506dfd8dbc9c4c0d10
003086,農藥管理,2025/10/08,屏東地區代噴人員證照，是否可增加視訊課程或是考試場地？,"一、 目前農藥代噴技術人員訓練課程分為「共同科目」與「專業科目」兩階段訓練；需先通過共同科目及格後才能報名參與專業科目訓練班。【共同科目】訓練目前有規劃有「實體班」與「視訊班（線上課程）」供學員選擇報名。【專業科目】因涉及實務操作與專業技術訓練，仍需以實體課程方式辦理。
二、為利參訓學員能就近學習及考試，關於實體課程部分，本所亦於全臺北、中、南、東地區與8所合辦單位共同辦理代噴技術人員訓練；台端若有實體上課需求可至實踐大學參訓。
三、以上相關報名資訊可至本所官網點選--->教育訓練--->教育訓練中心最新課程公告；因本年度相關訓練課程，皆已報名結束，建議可持續關注明(115)年度最新報名資訊，若仍有問題，請逕電洽本所訓練承辦洽詢04-23302101轉116 唐先生。 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=5e9b2443d8d7a7057b970f256c283a41
003085,食品安全,2025/10/08,農藥大滅松使用在柑橘上沒有標示安全採收期如何遵循？,"1.大滅松核准於柑桔類使用之範圍皆為半翅目昆蟲，依使用時期可分:
A. 萌芽時施藥: 潛葉蛾，B. 害蟲發生時開始施藥:介殼蟲類、蚜蟲類、刺粉蝨及柑桔木蝨，C.結果期施藥:椿象類。
2.大滅松為早期公告可用之藥劑。目前大滅松於國內柑桔類之容許量為2 ppm(代謝物毆滅松為0.2 ppm)，柑、橘、橙、檸檬、柚等中大型柑桔類，建議於中果期前施用；金柑、金桔等小型柑桔類或外銷柑桔類則應提早使用，如有疑慮，建議可輔以檢驗結果以調整用藥策略。
 
文件
無 
回上一頁",https://mbox.acri.gov.tw/TA03.asp?Enc=67ce4dd19a102cc0e1ace61e68533f34
